Store Name,amenity,leisure,shop,count
ROYAL MART / DES MOINES,pub,None,None,3
ROYAL MART / DES MOINES,None,None,supermarket,1
ROYAL MART / DES MOINES,bar,None,None,4
ROYAL MART / DES MOINES,cafe,None,None,2
SA PETRO MART,bar,None,None,4
SA PETRO MART,cafe,None,None,2
SA PETRO MART,pub,None,None,3
SA PETRO MART,restaurant,None,None,10
SAHOTA FOOD MART,bar,None,None,1
SAHOTA FOOD MART,pub,None,None,1
SAM'S CLUB 6344 / WINDSOR HEIGHTS,restaurant,amusement_arcade,None,1
SAM'S CLUB 6344 / WINDSOR HEIGHTS,restaurant,None,None,7
SAM'S CLUB 6344 / WINDSOR HEIGHTS,pub,None,None,1
SAM'S CLUB 6344 / WINDSOR HEIGHTS,cafe,None,None,3
SAM'S CLUB 6344 / WINDSOR HEIGHTS,bar,None,None,2
SAM'S CLUB 6344 / WINDSOR HEIGHTS,None,None,supermarket,3
SAM'S CLUB 6979 / ANKENY,cafe,None,None,1
SAM'S CLUB 6979 / ANKENY,restaurant,None,None,4
SHOP N SAVE  /  NW 2ND  DSM,restaurant,None,None,1
SHOP N SAVE #2 / E 14TH,None,None,supermarket,3
SHOP N SAVE #2 / E 14TH,None,stadium,None,1
SHOP N SAVE #2 / E 14TH,restaurant,None,None,8
SHOP N SAVE / 6TH AVE,restaurant,None,coffee,1
SHOP N SAVE / 6TH AVE,bar,None,None,1
SHOP N SAVE / 6TH AVE,restaurant,None,None,4
SHOP N SAVE / DES MOINES,bar,None,None,1
SHOP N SAVE / DES MOINES,restaurant,None,None,4
SHOP N SAVE / DES MOINES,restaurant,None,coffee,1
SIP & BURN / ANKENY,None,None,supermarket,1
SIP & BURN / ANKENY,pub,None,None,1
SIP & BURN / ANKENY,restaurant,None,None,1
SMOKER'S GENIE 2 / DES MOINES,cafe,None,None,3
SMOKER'S GENIE 2 / DES MOINES,None,None,supermarket,1
SMOKER'S GENIE 2 / DES MOINES,bar,None,None,6
SMOKER'S GENIE 2 / DES MOINES,restaurant,None,None,14
SMOKIN' JOE'S #4 TOBACCO AND LIQUOR,None,None,supermarket,1
SMOKIN' JOE'S #4 TOBACCO AND LIQUOR,None,stadium,None,1
SMOKIN' JOE'S #4 TOBACCO AND LIQUOR,bar,None,None,2
SMOKIN' JOE'S #4 TOBACCO AND LIQUOR,restaurant,None,None,3
SMOKIN' JOE'S #4 TOBACCO AND LIQUOR OUTLET,None,stadium,None,1
SMOKIN' JOE'S #4 TOBACCO AND LIQUOR OUTLET,bar,None,None,2
SMOKIN' JOE'S #4 TOBACCO AND LIQUOR OUTLET,None,None,supermarket,1
SMOKIN' JOE'S #4 TOBACCO AND LIQUOR OUTLET,restaurant,None,None,3
SOUTH SIDE FOOD MART,restaurant,None,None,2
SOUTHERN GLAZERS WINE & SPIRITS OF IOWA,cafe,None,None,2
SOUTHERN GLAZERS WINE & SPIRITS OF IOWA,restaurant,None,None,2
SOUTHERN WINE & SPIRITS,cafe,None,None,2
SOUTHERN WINE & SPIRITS,restaurant,None,None,2
SOUTHSIDE FOOD MART,restaurant,None,None,2
SOUTHSIDE TOBACCO & LIQUOR,None,stadium,None,1
SOUTHSIDE TOBACCO & LIQUOR,restaurant,None,None,2
SOUTHSIDE TOBACCO AND LIQUOR,None,stadium,None,1
SOUTHSIDE TOBACCO AND LIQUOR,restaurant,None,None,2
SPEEDEE MART 1515 / COUNCIL BLUFFS,restaurant,None,None,14
SPEEDEE MART 1515 / COUNCIL BLUFFS,cafe,None,None,3
SPEEDEE MART 1515 / COUNCIL BLUFFS,None,None,supermarket,1
SPEEDEE MART 1515 / COUNCIL BLUFFS,bar,None,None,6
SPIRIT LIQUOR - 1 / GRIMES,None,None,supermarket,2
SPIRIT LIQUOR - 1 / GRIMES,restaurant,None,None,5
SPIRITS / GRIMES,None,None,supermarket,2
SPIRITS / GRIMES,restaurant,None,None,5
SPIRITS LIQUOR,None,None,supermarket,2
SPIRITS LIQUOR,restaurant,None,None,5
SPIRITS LIQUOR / GRIMES,restaurant,None,None,5
SPIRITS LIQUOR / GRIMES,None,None,supermarket,2
STOP AND SHOP LIQUOR LLC / ANKENY,None,None,supermarket,1
STOP AND SHOP LIQUOR LLC / ANKENY,None,stadium,None,10
STOP AND SHOP LIQUOR LLC / ANKENY,bar,None,None,2
STOP AND SHOP LIQUOR LLC / ANKENY,cafe,None,None,2
STOP AND SHOP LIQUOR LLC / ANKENY,pub,None,None,4
STOP AND SHOP LIQUOR LLC / ANKENY,restaurant,None,None,15
SUPER QUICK / SE 30 DM,None,stadium,None,1
SUPER QUICK / SE 30 DM,bar,None,None,2
SUPER QUICK / SE 30 DM,restaurant,None,None,2
SUPER QUICK 2 / HUBBELL,None,None,supermarket,2
SUPER QUICK 2 / HUBBELL,None,stadium,None,1
SUPER QUICK 2 / HUBBELL,bar,None,None,2
SUPER QUICK 2 / HUBBELL,restaurant,None,None,10
SUPER QUICK LIQUOR / WDM,restaurant,None,None,16
SUPER QUICK LIQUOR / WDM,pub,None,None,4
SUPER QUICK LIQUOR / WDM,restaurant,amusement_arcade,None,1
SUPER QUICK LIQUOR / WDM,bar,None,None,4
SUPER QUICK LIQUOR / WDM,None,None,supermarket,1
SUPER QUICK LIQUOR / WDM,cafe,None,None,6
SUPER QUICK MART / WINDSOR HEIGHTS,restaurant,None,None,8
SUPER QUICK MART / WINDSOR HEIGHTS,pub,None,None,3
SUPER QUICK MART / WINDSOR HEIGHTS,None,None,supermarket,1
SUPER QUICK MART / WINDSOR HEIGHTS,bar,None,None,6
SUPER STOP  SE 14TH,None,None,supermarket,1
SUPER STOP  SE 14TH,bar,None,None,3
SUPER STOP  SE 14TH,pub,None,None,2
SUPER STOP  SE 14TH,restaurant,None,None,9
SUPER STOP / ALTOONA,restaurant,None,None,7
SUPER STOP / ALTOONA,bar,None,None,1
SUPER STOP / ALTOONA,pub,None,None,1
SUPER STOP 2 / ALTOONA,restaurant,None,None,7
SUPER STOP 2 / ALTOONA,bar,None,None,1
SUPER STOP 2 / ALTOONA,pub,None,None,1
SUPER STOP II / ALTOONA,bar,None,None,1
SUPER STOP II / ALTOONA,pub,None,None,1
SUPER STOP II / ALTOONA,restaurant,None,None,7
SUPER STOP LIQUOR AND WINE / ALTOONA,pub,None,None,1
SUPER STOP LIQUOR AND WINE / ALTOONA,bar,None,None,1
SUPER STOP LIQUOR AND WINE / ALTOONA,restaurant,None,None,7
SUPERQUICK LIQUOR VINE / WEST DES MOINES,restaurant,None,None,4
SUPERQUICK LIQUOR VINE / WEST DES MOINES,pub,None,None,1
SUPERQUICK LIQUOR VINE / WEST DES MOINES,cafe,None,None,2
SUPERQUICK LIQUOR VINE / WEST DES MOINES,None,None,supermarket,1
SWELL LIQUOR,None,None,supermarket,1
SWELL LIQUOR,bar,None,None,1
SWELL LIQUOR,cafe,None,None,2
SWELL LIQUOR,pub,None,None,3
SWELL LIQUOR,restaurant,None,None,12
TARGET STORE T-0069 / WDM,restaurant,None,None,20
TARGET STORE T-0069 / WDM,pub,None,None,4
TARGET STORE T-0069 / WDM,cafe,None,None,7
TARGET STORE T-0069 / WDM,bar,None,None,3
TARGET STORE T-0069 / WDM,None,None,supermarket,4
TARGET STORE T-1767 / ANKENY,None,None,supermarket,1
TARGET STORE T-1767 / ANKENY,cafe,None,None,3
TARGET STORE T-1767 / ANKENY,restaurant,None,None,13
TARGET STORE T-1791 / URBANDALE,cafe,None,None,1
TARGET STORE T-1791 / URBANDALE,restaurant,None,None,1
TARGET STORE T-1901 / WDM,pub,None,None,4
TARGET STORE T-1901 / WDM,cafe,None,None,4
TARGET STORE T-1901 / WDM,restaurant,None,None,10
TARGET STORE T-1901 / WDM,None,None,supermarket,1
TARGET STORE T-1901 / WDM,bar,None,None,4
TARGET STORE T-1939 / ALTOONA,restaurant,None,None,9
TARGET STORE T-1939 / ALTOONA,pub,None,None,2
TARGET STORE T-1939 / ALTOONA,None,None,supermarket,1
TARGET STORE T-1939 / ALTOONA,bar,None,None,1
TARGET STORE T-1939 / ALTOONA,cafe,None,None,1
TARGET STORE T-2041 / DES MOINES,None,None,supermarket,1
TARGET STORE T-2041 / DES MOINES,bar,None,None,5
TARGET STORE T-2041 / DES MOINES,cafe,None,None,4
TARGET STORE T-2041 / DES MOINES,restaurant,None,None,16
TEQUILA'S LIQUOR STORE,restaurant,None,None,20
TEQUILA'S LIQUOR STORE,pub,None,None,1
TEQUILA'S LIQUOR STORE,cafe,None,None,4
TEQUILA'S LIQUOR STORE,bar,None,None,14
TEQUILA'S LIQUOR STORE,None,stadium,None,1
TEQUILA'S LIQUOR STORE,None,None,supermarket,4
THE LIQUOR CABINET / CLIVE,None,None,supermarket,4
THE LIQUOR CABINET / CLIVE,bar,None,None,3
THE LIQUOR CABINET / CLIVE,cafe,None,None,7
THE LIQUOR CABINET / CLIVE,pub,None,None,4
THE LIQUOR CABINET / CLIVE,restaurant,None,None,20
THE SPOT TRUCK STOP / GRIMES,restaurant,None,None,2
THE SPOT TRUCK STOP / GRIMES,cafe,None,None,2
TOBACCO HUT / ANKENY,None,None,supermarket,1
TOBACCO HUT / ANKENY,None,stadium,None,12
TOBACCO HUT / ANKENY,bar,None,None,2
TOBACCO HUT / ANKENY,cafe,None,None,2
TOBACCO HUT / ANKENY,pub,None,None,3
TOBACCO HUT / ANKENY,restaurant,None,None,16
TOBACCO HUT / URBANDALE,cafe,None,None,2
TOBACCO HUT / URBANDALE,None,None,supermarket,1
TOBACCO HUT / URBANDALE,bar,None,None,6
TOBACCO HUT / URBANDALE,pub,None,None,1
TOBACCO HUT / URBANDALE,restaurant,None,None,18
TOBACCO HUT PLUS US GAS / DES MOINES,None,stadium,None,1
TOBACCO HUT PLUS US GAS / DES MOINES,restaurant,None,None,2
TOBACCO MART / URBANDALE,pub,None,None,1
TOBACCO MART / URBANDALE,cafe,None,None,2
TOBACCO MART / URBANDALE,restaurant,None,None,18
TOBACCO MART / URBANDALE,None,None,supermarket,1
TOBACCO MART / URBANDALE,bar,None,None,6
TOBACCO OUTLET PLUS #507 - URBANDALE,cafe,None,None,2
TOBACCO OUTLET PLUS #507 - URBANDALE,pub,None,None,2
TOBACCO OUTLET PLUS #507 - URBANDALE,bar,None,None,6
TOBACCO OUTLET PLUS #507 - URBANDALE,restaurant,None,None,13
U S GAS,restaurant,None,None,2
U S GAS,None,stadium,None,1
UNIVERSITY GROCERIES,None,None,supermarket,2
UNIVERSITY GROCERIES,None,stadium,None,2
UNIVERSITY GROCERIES,bar,None,None,1
UNIVERSITY GROCERIES,cafe,None,None,5
UNIVERSITY GROCERIES,restaurant,None,None,7
UNIVERSITY MARKET / DES MOINES,None,None,supermarket,1
UNIVERSITY MARKET / DES MOINES,bar,None,None,2
UNIVERSITY MARKET / DES MOINES,restaurant,None,None,2
URBAN LIQUOR,restaurant,None,None,18
URBAN LIQUOR,pub,None,None,1
URBAN LIQUOR,bar,None,None,6
URBAN LIQUOR,None,None,supermarket,1
URBAN LIQUOR,cafe,None,None,2
URBANDALE LIQUOR,None,None,supermarket,1
URBANDALE LIQUOR,bar,None,None,6
URBANDALE LIQUOR,cafe,None,None,2
URBANDALE LIQUOR,pub,None,None,1
URBANDALE LIQUOR,restaurant,None,None,18
VALLEY WEST CORNER STORE / WDM,restaurant,None,None,16
VALLEY WEST CORNER STORE / WDM,restaurant,amusement_arcade,None,1
VALLEY WEST CORNER STORE / WDM,pub,None,None,4
VALLEY WEST CORNER STORE / WDM,cafe,None,None,6
VALLEY WEST CORNER STORE / WDM,bar,None,None,1
VALLEY WEST CORNER STORE / WDM,None,None,supermarket,4
VINE FOOD & LIQUOR,None,None,supermarket,1
VINE FOOD & LIQUOR,cafe,None,None,2
VINE FOOD & LIQUOR,pub,None,None,1
VINE FOOD & LIQUOR,restaurant,None,None,4
VOM FASS / DES MOINES,pub,None,None,2
VOM FASS / DES MOINES,cafe,None,None,2
VOM FASS / DES MOINES,restaurant,None,None,8
VOM FASS / DES MOINES,None,None,supermarket,1
VOM FASS / DES MOINES,bar,None,None,3
WAL-MART 0892 / ANKENY,None,None,supermarket,1
WAL-MART 0892 / ANKENY,cafe,None,None,4
WAL-MART 0892 / ANKENY,pub,None,None,1
WAL-MART 0892 / ANKENY,restaurant,None,None,15
WAL-MART 1723 / DES MOINES,None,None,supermarket,2
WAL-MART 1723 / DES MOINES,cafe,None,None,1
WAL-MART 1723 / DES MOINES,restaurant,None,None,8
WAL-MART 1764 / WINDSOR HEIGHTS,restaurant,None,None,5
WAL-MART 1764 / WINDSOR HEIGHTS,restaurant,amusement_arcade,None,1
WAL-MART 1764 / WINDSOR HEIGHTS,pub,None,None,1
WAL-MART 1764 / WINDSOR HEIGHTS,None,None,supermarket,3
WAL-MART 1764 / WINDSOR HEIGHTS,bar,None,None,2
WAL-MART 1764 / WINDSOR HEIGHTS,cafe,None,None,2
WAL-MART 2764 / ALTOONA,None,None,supermarket,1
WAL-MART 2764 / ALTOONA,bar,None,None,1
WAL-MART 2764 / ALTOONA,cafe,None,None,1
WAL-MART 2764 / ALTOONA,pub,None,None,2
WAL-MART 2764 / ALTOONA,restaurant,None,None,10
WAL-MART 5748 / GRIMES,restaurant,None,vacant,1
WAL-MART 5748 / GRIMES,restaurant,None,None,2
WAL-MART 5748 / GRIMES,None,None,supermarket,4
WAL-MART 5748 / GRIMES,cafe,None,None,2
WALGREENS #00359 / DES MOINES,None,None,supermarket,1
WALGREENS #00359 / DES MOINES,restaurant,None,None,1
WALGREENS #03773 / URBANDALE,None,None,supermarket,1
WALGREENS #03773 / URBANDALE,bar,None,None,3
WALGREENS #03773 / URBANDALE,cafe,None,None,2
WALGREENS #03773 / URBANDALE,pub,None,None,1
WALGREENS #03773 / URBANDALE,restaurant,None,None,9
WALGREENS #04714 / DES MOINES,restaurant,None,None,7
WALGREENS #04714 / DES MOINES,pub,None,None,1
WALGREENS #04714 / DES MOINES,None,None,supermarket,3
WALGREENS #04714 / DES MOINES,cafe,None,None,3
WALGREENS #04973 / URBANDALE,bar,None,None,6
WALGREENS #04973 / URBANDALE,cafe,None,None,2
WALGREENS #04973 / URBANDALE,pub,None,None,2
WALGREENS #04973 / URBANDALE,restaurant,None,None,13
WALGREENS #05060 / CLIVE,cafe,None,None,1
WALGREENS #05060 / CLIVE,restaurant,None,None,12
WALGREENS #05362 / DES MOINES,None,stadium,None,1
WALGREENS #05362 / DES MOINES,None,None,supermarket,4
WALGREENS #05362 / DES MOINES,bar,None,None,12
WALGREENS #05362 / DES MOINES,cafe,None,None,3
WALGREENS #05362 / DES MOINES,pub,None,None,1
WALGREENS #05362 / DES MOINES,restaurant,None,None,16
WALGREENS #05362 / DES MOINES,restaurant,None,coffee,1
WALGREENS #05721 / DES MOINES,restaurant,None,None,4
WALGREENS #05721 / DES MOINES,None,None,supermarket,1
WALGREENS #05777 / DES MOINES,restaurant,None,None,2
WALGREENS #05777 / DES MOINES,bar,None,None,2
WALGREENS #05777 / DES MOINES,None,stadium,None,1
WALGREENS #05777 / DES MOINES,None,None,supermarket,1
WALGREENS #05852 / DES MOINES,None,None,supermarket,2
WALGREENS #05852 / DES MOINES,None,stadium,None,2
WALGREENS #05852 / DES MOINES,bar,None,None,1
WALGREENS #05852 / DES MOINES,cafe,None,None,3
WALGREENS #05852 / DES MOINES,pub,None,None,1
WALGREENS #05852 / DES MOINES,restaurant,None,None,7
WALGREENS #05944 / JOHNSTON,restaurant,None,None,6
WALGREENS #05944 / JOHNSTON,pub,None,None,2
WALGREENS #05944 / JOHNSTON,cafe,None,None,1
WALGREENS #05944 / JOHNSTON,None,stadium,None,1
WALGREENS #05944 / JOHNSTON,None,None,supermarket,2
WALGREENS #05944 / JOHNSTON,bar,None,None,1
WALGREENS #06623 / WEST DES MOINES,None,None,supermarket,1
WALGREENS #06623 / WEST DES MOINES,bar,None,None,4
WALGREENS #06623 / WEST DES MOINES,cafe,None,None,6
WALGREENS #06623 / WEST DES MOINES,pub,None,None,5
WALGREENS #06623 / WEST DES MOINES,restaurant,None,None,17
WALGREENS #06623 / WEST DES MOINES,restaurant,amusement_arcade,None,1
WALGREENS #06677 / WEST DES MOINES,pub,None,None,4
WALGREENS #06677 / WEST DES MOINES,restaurant,None,None,10
WALGREENS #06677 / WEST DES MOINES,cafe,None,None,4
WALGREENS #06677 / WEST DES MOINES,None,None,supermarket,1
WALGREENS #06677 / WEST DES MOINES,None,stadium,None,1
WALGREENS #06677 / WEST DES MOINES,bar,None,None,4
WALGREENS #06678 / WEST DES MOINES,None,None,supermarket,1
WALGREENS #06678 / WEST DES MOINES,bar,None,None,2
WALGREENS #06678 / WEST DES MOINES,cafe,None,None,2
WALGREENS #06678 / WEST DES MOINES,pub,None,None,1
WALGREENS #06678 / WEST DES MOINES,restaurant,None,None,7
WALGREENS #07452 / DES MOINES,restaurant,None,None,11
WALGREENS #07452 / DES MOINES,pub,None,None,3
WALGREENS #07452 / DES MOINES,bar,None,None,1
WALGREENS #07452 / DES MOINES,None,None,supermarket,1
WALGREENS #07452 / DES MOINES,cafe,None,None,2
WALGREENS #07453 / DES MOINES,None,None,supermarket,5
WALGREENS #07453 / DES MOINES,bar,None,None,1
WALGREENS #07453 / DES MOINES,restaurant,None,None,7
WALGREENS #07454 / ANKENY,pub,None,None,2
WALGREENS #07454 / ANKENY,restaurant,None,None,18
WALGREENS #07454 / ANKENY,cafe,None,None,2
WALGREENS #07454 / ANKENY,None,stadium,None,12
WALGREENS #07454 / ANKENY,None,None,supermarket,2
WALGREENS #07454 / ANKENY,bar,None,None,2
WALGREENS #07833 / DES MOINES,None,None,supermarket,1
WALGREENS #07833 / DES MOINES,bar,None,None,6
WALGREENS #07833 / DES MOINES,cafe,None,None,4
WALGREENS #07833 / DES MOINES,pub,None,None,2
WALGREENS #07833 / DES MOINES,restaurant,None,None,13
WALGREENS #07968 / DES MOINES,cafe,None,None,1
WALGREENS #07968 / DES MOINES,None,None,supermarket,4
WALGREENS #07968 / DES MOINES,restaurant,None,None,7
WALGREENS #07996 / ANKENY,None,None,supermarket,1
WALGREENS #07996 / ANKENY,cafe,None,None,3
WALGREENS #07996 / ANKENY,restaurant,None,None,15
WALGREENS #09791 / ALTOONA,None,None,supermarket,2
WALGREENS #09791 / ALTOONA,restaurant,None,None,1
WEST D LIQUORS,restaurant,None,None,6
WEST D LIQUORS,cafe,None,None,2
WEST D LIQUORS,pub,None,None,3
WEST D LIQUORS,None,None,supermarket,1
WEST D LIQUORS,bar,None,None,1
WHOLE FOODS MARKET,None,None,supermarket,4
WHOLE FOODS MARKET,bar,None,None,2
WHOLE FOODS MARKET,cafe,None,None,5
WHOLE FOODS MARKET,pub,None,None,5
WHOLE FOODS MARKET,restaurant,None,None,18
WINE AND SPIRITS GALLERY,pub,None,None,3
WINE AND SPIRITS GALLERY,None,None,supermarket,1
WINE AND SPIRITS GALLERY,bar,None,None,6
WINE AND SPIRITS GALLERY,restaurant,None,None,8
WORLD CLASS LIQUOR AND TOBACCO / BONDURANT,cafe,None,None,1
WORLD CLASS LIQUOR AND TOBACCO / BONDURANT,pub,None,None,1
WORLD LIQUOR & TOBACCO,pub,None,None,4
WORLD LIQUOR & TOBACCO,cafe,None,None,2
WORLD LIQUOR & TOBACCO,restaurant,None,None,18
WORLD LIQUOR & TOBACCO,None,None,supermarket,2
WORLD LIQUOR & TOBACCO,bar,None,None,9
WORLD LIQUOR & TOBACCO,restaurant,amusement_arcade,None,1
WORLD LIQUOR & TOBACCO + VAPORS / DES MOINES,None,None,supermarket,1
WORLD LIQUOR & TOBACCO + VAPORS / DES MOINES,restaurant,None,None,4
YESWAY STORE #1037/ GRIMES,restaurant,None,None,2
YESWAY STORE #1037/ GRIMES,cafe,None,None,2
YOUR PRIVATE BAR / URBANDALE,cafe,None,None,1
YOUR PRIVATE BAR / URBANDALE,pub,None,None,1
YOUR PRIVATE BAR / URBANDALE,bar,None,None,1
YOUR PRIVATE BAR / URBANDALE,restaurant,None,None,5
